"""About the data: Exported on May 23, 2025. Criteria: '""Knowledge Graph"" AND ""Machine Translation""' in title and abstract. Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2025 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rank;Publication ID;DOI;PMID;PMCID;Title;Abstract;Acknowledgements;Funding;Source title;Anthology title;Book editors;MeSH terms;Publication date;PubYear;Publication date (online);Publication date (print);Volume;Issue;Pagination;Open Access;Publication Type;Authors;Authors (Raw Affiliation);Corresponding Authors;Authors Affiliations;Times cited;Recent citations;RCR;FCR;Source Linkout;Dimensions URL;Fields of Research (ANZSRC 2020);Sustainable Development Goals
4514;pub.1170084915;10.1186/s40359-024-01654-4;38528609;PMC10962165;Fostering idealogical and polical education via knowledge graph and KNN model: an emphasis on positive psychology;As the primary domain of ideological and political education in higher education institutions, ideological and political courses must align with principles rooted in human psychology and education. Integrating educational psychology into ideological and political teaching in universities enhances the scientific, targeted, and forward-thinking nature of such education. The burgeoning exploration of knowledge graph applications has extended to machine translation, semantic search, and intelligent question answering. Diverging from traditional text matching, the knowledge spectrum graph transforms information acquisition in search engines. This paper pioneers a predictive system for delineating the relationship between educational psychology and ideological and political education in universities. Initially, it extracts diverse psychological mapping relationships of students, constructing a knowledge graph. By employing the KNN algorithm, the system analyzes psychological characteristics to effectively forecast the relationship between educational psychology and ideological and political education in universities. The system's functionality is meticulously detailed in this paper, and its performance is rigorously tested. The results demonstrate high accuracy, recall rates, and F1 values. The F1 score can reach 0.95enabling precise sample classification. The apex of the average curve for system response time peaks at approximately 2.5 s, maintaining an average response time of less than 3 s. This aligns seamlessly with the demands of practical online teaching requirements. The system adeptly forecasts the relationship between educational psychology and ideological and political education in universities, meeting response time requirements and thereby fostering the scientific and predictive nature of ideological and political teaching in higher education institutions.;We thank the anonymous reviewers whose comments and suggestions helped to improve the manuscript.;"This work is funded by the Ideological and political special projects of the National Social Science Fund “Build firmly the sense of community of the Chinese nation into the ideological and political courses of universities in border areas”,the project number is 23VXZ142.And this work is supported by the ""Postdoctoral Fellowship Program of CPSF"",the project number is GZC20230362.";BMC Psychology;;;"Humans; Psychology, Positive; Pattern Recognition, Automated; Schools; Students; Universities";2024-03-25;2024;2024-03-25;;12;1;170;"All OA; Gold";Article;"Chen, Shuangquan; Ma, Yu; Lian, Wanting";"Chen, Shuangquan (School of Marxism, Dalian Maritime University, Liaoning, 116000, Dalian, China); Ma, Yu (School of Marxism, Dalian Maritime University, Liaoning, 116000, Dalian, China); Lian, Wanting (School of Marxism, Dalian University of Technology, Liaoning, 116014, Dalian, China)";Lian, Wanting (Dalian University of Technology);"Chen, Shuangquan (Dalian Maritime University); Ma, Yu (Dalian Maritime University); Lian, Wanting (Dalian University of Technology)";7;7;;;https://bmcpsychology.biomedcentral.com/counter/pdf/10.1186/s40359-024-01654-4;https://app.dimensions.ai/details/publication/pub.1170084915;"52 Psychology; 5201 Applied and Developmental Psychology; 5202 Biological Psychology; 5203 Clinical and Health Psychology";4 Quality Education
3453;pub.1173851993;10.2196/60601;39361955;PMC11487205;Ascle—A Python Natural Language Processing Toolkit for Medical Text Generation: Development and Evaluation Study;"BACKGROUND: Medical texts present significant domain-specific challenges, and manually curating these texts is a time-consuming and labor-intensive process. To address this, natural language processing (NLP) algorithms have been developed to automate text processing. In the biomedical field, various toolkits for text processing exist, which have greatly improved the efficiency of handling unstructured text. However, these existing toolkits tend to emphasize different perspectives, and none of them offer generation capabilities, leaving a significant gap in the current offerings.
OBJECTIVE: This study aims to describe the development and preliminary evaluation of Ascle. Ascle is tailored for biomedical researchers and clinical staff with an easy-to-use, all-in-one solution that requires minimal programming expertise. For the first time, Ascle provides 4 advanced and challenging generative functions: question-answering, text summarization, text simplification, and machine translation. In addition, Ascle integrates 12 essential NLP functions, along with query and search capabilities for clinical databases.
METHODS: We fine-tuned 32 domain-specific language models and evaluated them thoroughly on 27 established benchmarks. In addition, for the question-answering task, we developed a retrieval-augmented generation (RAG) framework for large language models that incorporated a medical knowledge graph with ranking techniques to enhance the reliability of generated answers. Additionally, we conducted a physician validation to assess the quality of generated content beyond automated metrics.
RESULTS: The fine-tuned models and RAG framework consistently enhanced text generation tasks. For example, the fine-tuned models improved the machine translation task by 20.27 in terms of BLEU score. In the question-answering task, the RAG framework raised the ROUGE-L score by 18% over the vanilla models. Physician validation of generated answers showed high scores for readability (4.95/5) and relevancy (4.43/5), with a lower score for accuracy (3.90/5) and completeness (3.31/5).
CONCLUSIONS: This study introduces the development and evaluation of Ascle, a user-friendly NLP toolkit designed for medical text generation. All code is publicly available through the Ascle GitHub repository. All fine-tuned language models can be accessed through Hugging Face.";TK and EC were supported by the National Institutes of Health (NIH) Intramural Research Program (IRP), National Eye Institute. ZL and QC were supported by the NIH IRP, National Library of Medicine. QC was also supported by the National Library of Medicine of the NIH (award 1K99LM014024). IL was supported by the Japan Society for the Promotion of Science (JSPS) KAKENHI (grant 24K20832). RY and IL received support from GCP Credit Award by Google.;;Journal of Medical Internet Research;;;"Natural Language Processing; Humans; Algorithms; Software";2024-10-03;2024;2024-10-03;;26;;e60601;"All OA; Gold";Article;"Yang, Rui; Zeng, Qingcheng; You, Keen; Qiao, Yujie; Huang, Lucas; Hsieh, Chia-Chun; Rosand, Benjamin; Goldwasser, Jeremy; Dave, Amisha; Keenan, Tiarnan; Ke, Yuhe; Hong, Chuan; Liu, Nan; Chew, Emily; Radev, Dragomir; Lu, Zhiyong; Xu, Hua; Chen, Qingyu; Li, Irene";"Yang, Rui (Centre for Quantitative Medicine, Duke-NUS Medical School, Singapore, Singapore); Zeng, Qingcheng (Department of Linguistics, Northwestern University, Evanston, IL, United States); You, Keen (Department of Computer Science, Yale University, New Haven, CT, United States); Qiao, Yujie (Yale School of Public Health, Yale University, New Haven, CT, United States); Huang, Lucas (Department of Computer Science, Yale University, New Haven, CT, United States); Hsieh, Chia-Chun (Department of Computer Science, Yale University, New Haven, CT, United States); Rosand, Benjamin (Department of Computer Science, Yale University, New Haven, CT, United States); Goldwasser, Jeremy (Department of Computer Science, Yale University, New Haven, CT, United States); Dave, Amisha (Yale New Haven Hospital, Yale School of Medicine, Yale University, New Haven, CT, United States); Keenan, Tiarnan (Division of Epidemiology and Clinical Applications, National Eye Institute, National Institutes of Health, Bethesda, MD, United States); Ke, Yuhe (Department of Anesthesiology, Singapore General Hospital, Singapore, Singapore); Hong, Chuan (Department of Biostatistics and Bioinformatics, Duke University, Durham, NC, United States); Liu, Nan (Centre for Quantitative Medicine, Duke-NUS Medical School, Singapore, Singapore; Program in Health Services and Systems Research, Duke-NUS Medical School, Singapore, Singapore; Institute of Data Science, National University of Singapore, Singapore, Singapore); Chew, Emily (Division of Epidemiology and Clinical Applications, National Eye Institute, National Institutes of Health, Bethesda, MD, United States); Radev, Dragomir (Department of Computer Science, Yale University, New Haven, CT, United States); Lu, Zhiyong (National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD, United States); Xu, Hua (Department of Biomedical Informatics and Data Science, Yale School of Medicine, Yale University, New Haven, CT, United States); Chen, Qingyu (Department of Biomedical Informatics and Data Science, Yale School of Medicine, Yale University, New Haven, CT, United States); Li, Irene (Information Technology Center, University of Tokyo, Kashiwa, Japan; Smartor LLC, Tokyo, Japan)";"Li, Irene (The University of Tokyo; Smartor LLC, Tokyo, Japan)";"Yang, Rui (Duke-NUS Medical School); Zeng, Qingcheng (Northwestern University); You, Keen (Yale University); Qiao, Yujie (Yale University); Huang, Lucas (Yale University); Hsieh, Chia-Chun (Yale University); Rosand, Benjamin (Yale University); Goldwasser, Jeremy (Yale University); Dave, Amisha (Yale University); Keenan, Tiarnan (National Eye Institute); Ke, Yuhe (Singapore General Hospital); Hong, Chuan (Duke Medical Center); Liu, Nan (Duke-NUS Medical School; Duke-NUS Medical School; National University of Singapore); Chew, Emily (National Eye Institute); Radev, Dragomir (Yale University); Lu, Zhiyong (National Center for Biotechnology Information); Xu, Hua (Yale University); Chen, Qingyu (Yale University); Li, Irene (The University of Tokyo; Smartor LLC, Tokyo, Japan)";4;4;;;https://s3.ca-central-1.amazonaws.com/assets.jmir.org/assets/preprints/preprint-60601-accepted.pdf;https://app.dimensions.ai/details/publication/pub.1173851993;"42 Health Sciences; 4203 Health Services and Systems";
2527;pub.1183677198;10.2196/53424;39705077;PMC11699502;Application of a Language Model Tool for COVID-19 Vaccine Adverse Event Monitoring Using Web and Social Media Content: Algorithm Development and Validation Study;"BACKGROUND: Spontaneous pharmacovigilance reporting systems are the main data source for signal detection for vaccines. However, there is a large time lag between the occurrence of an adverse event (AE) and the availability for analysis. With global mass COVID-19 vaccination campaigns, social media, and web content, there is an opportunity for real-time, faster monitoring of AEs potentially related to COVID-19 vaccine use. Our work aims to detect AEs from social media to augment those from spontaneous reporting systems.
OBJECTIVE: This study aims to monitor AEs shared in social media and online support groups using medical context-aware natural language processing language models.
METHODS: We developed a language model-based web app to analyze social media, patient blogs, and forums (from 190 countries in 61 languages) around COVID-19 vaccine-related keywords. Following machine translation to English, lay language safety terms (ie, AEs) were observed using the PubmedBERT-based named-entity recognition model (precision=0.76 and recall=0.82) and mapped to Medical Dictionary for Regulatory Activities (MedDRA) terms using knowledge graphs (MedDRA terminology is an internationally used set of terms relating to medical conditions, medicines, and medical devices that are developed and registered under the auspices of the International Council for Harmonization of Technical Requirements for Pharmaceuticals for Human Use). Weekly and cumulative aggregated AE counts, proportions, and ratios were displayed via visual analytics, such as word clouds.
RESULTS: Most AEs were identified in 2021, with fewer in 2022. AEs observed using the web app were consistent with AEs communicated by health authorities shortly before or within the same period.
CONCLUSIONS: Monitoring the web and social media provides opportunities to observe AEs that may be related to the use of COVID-19 vaccines. The presented analysis demonstrates the ability to use web content and social media as a data source that could contribute to the early observation of AEs and enhance postmarketing surveillance. It could help to adjust signal detection strategies and communication with external stakeholders, contributing to increased confidence in vaccine safety monitoring.";The authors would like to thank Synthesio (New York), for use of their application programming interface (API)–based social listening tool, Corinne Jouquelet-Royer (Sanofi), Eng-Soon Chan (Sanofi), Prithvi Kamath (Sanofi), and Kiran Mahadeshwar (Sanofi), for their help with the paper, as well as the team at Medical Dictionary for Regulatory Activities (MedDRA). Medical writing assistance was provided by Ella Palmer, PhD, of inScience Communications, Springer Healthcare Ltd (London). This study and medical writing support for the preparation of this study were funded by Sanofi.;;JMIR Infodemiology;;;"Humans; Social Media; COVID-19 Vaccines; Adverse Drug Reaction Reporting Systems; Pharmacovigilance; Algorithms; Natural Language Processing; COVID-19; Internet; Drug-Related Side Effects and Adverse Reactions";2024-12-20;2024;2024-12-20;;4;;e53424;"All OA; Gold";Article;"Daluwatte, Chathuri; Khromava, Alena; Chen, Yuning; Serradell, Laurence; Chabanon, Anne-Laure; Chan-Ou-Teung, Anthony; Molony, Cliona; Juhaeri, Juhaeri";"Daluwatte, Chathuri (Digital Data, Sanofi, Cambridge, MA, United States); Khromava, Alena (Epidemiology and Benefit-Risk Department, Sanofi, Toronto, ON, Canada); Chen, Yuning (Digital Data, Sanofi, Cambridge, MA, United States); Serradell, Laurence (Epidemiology and Benefit-Risk Department, Sanofi, Lyon, France); Chabanon, Anne-Laure (Global Pharmacovigilance Department, Sanofi, Lyon, France); Chan-Ou-Teung, Anthony (Digital Data, Sanofi, Lyon, France); Molony, Cliona (Digital Data, Sanofi, Cambridge, MA, United States); Juhaeri, Juhaeri (Epidemiology and Benefit-Risk Department, Sanofi, Bridgewater, NJ, United States)";Khromava, Alena (Sanofi (Canada));"Daluwatte, Chathuri (Sanofi (United States)); Khromava, Alena (Sanofi (Canada)); Chen, Yuning (Sanofi (United States)); Serradell, Laurence (Sanofi (France)); Chabanon, Anne-Laure (Sanofi (France)); Chan-Ou-Teung, Anthony (Sanofi (France)); Molony, Cliona (Sanofi (United States)); Juhaeri, Juhaeri (Sanofi (United States))";0;0;;;https://doi.org/10.2196/53424;https://app.dimensions.ai/details/publication/pub.1183677198;"42 Health Sciences; 4203 Health Services and Systems";3 Good Health and Well Being
1454;pub.1166436234;10.1145/3587259.3627567;;;Lingua Franca – Entity-Aware Machine Translation Approach for Question Answering over Knowledge Graphs;This research paper proposes an approach called Lingua Franca that improves machine translation quality by utilizing information from a knowledge graph to translate named entities accurately. The accurate entity translation is crucial when applied to entity-oriented search including Knowledge Graph Question Answering systems. In a nutshell, the approach preserves recognized named entities with an entity-replacement technique during the translation process. It replaces the entities back with their labels found in a knowledge graph for the target language to ensure that questions are translated correctly before answering them using a Knowledge Graph Question Answering system. The paper also introduces an open-source modular framework that enables researchers to design their own named entity-aware machine translation pipelines. The presented experimental results demonstrate the effectiveness of the Lingua Franca approach in comparison to baseline Machine Translation models. The approach shows a statistically significant improvement in the quality provided by several Knowledge Graph Question Answering systems using Lingua Franca on different datasets.;;;;Proceedings of the 12th Knowledge Capture Conference 2023;;;2023-12-05;2023;2023-12-05;2023-12-05;;;122-130;Closed;Proceeding;"Srivastava, Nikit; Perevalov, Aleksandr; Kuchelev, Denis; Moussallem, Diego; Ngomo, Axel-Cyrille Ngonga; Both, Andreas";"Srivastava, Nikit (Faculty of Computer Science, Electrical Engineering and Mathematics, Paderborn University, Germany); Perevalov, Aleksandr (Faculty of Computer Science, Electrical Engineering and Mathematics, Paderborn University, Germany); Kuchelev, Denis (Faculty of Computer Science, Electrical Engineering and Mathematics, Paderborn University, Germany); Moussallem, Diego (Faculty of Computer Science, Electrical Engineering and Mathematics, Paderborn University, Germany and Jusbrasil, Brazil); Ngomo, Axel-Cyrille Ngonga (Faculty of Computer Science, Electrical Engineering and Mathematics, Paderborn University, Germany); Both, Andreas (Faculty of Computer Science and Media, Leipzig University of Applied Sciences, Germany)";;"Srivastava, Nikit (University of Paderborn); Perevalov, Aleksandr (University of Paderborn); Kuchelev, Denis (University of Paderborn); Moussallem, Diego (University of Paderborn; Faculty of Computer Science, Electrical Engineering and Mathematics, Paderborn University, Germany and Jusbrasil, Brazil); Ngomo, Axel-Cyrille Ngonga (University of Paderborn); Both, Andreas (Leipzig University of Applied Sciences)";3;3;;2;;https://app.dimensions.ai/details/publication/pub.1166436234;"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science";
1360;pub.1170136923;10.1609/aaai.v38i21.30563;;;Enhancing Machine Translation Experiences with Multilingual Knowledge Graphs;Translating entity names, especially when a literal translation is not correct, poses a significant challenge. Although Machine Translation (MT) systems have achieved impressive results, they still struggle to translate cultural nuances and language-specific context. In this work, we show that the integration of multilingual knowledge graphs into MT systems can address this problem and bring two significant benefits: i) improving the translation of utterances that contain entities by leveraging their human-curated aliases from a multilingual knowledge graph, and, ii) increasing the interpretability of the translation process by providing the user with information from the knowledge graph.;;;Proceedings of the AAAI Conference on Artificial Intelligence;;;;2024-03-24;2024;2024-03-24;;38;21;23781-23783;"All OA; Gold";Article;"Conia, Simone; Lee, Daniel; Li, Min; Minhas, Umar Farooq; Li, Yunyao";"Conia, Simone (Sapienza University of Rome, Italy); Lee, Daniel (University of Calgary, Canada); Li, Min (Apple); Minhas, Umar Farooq (Apple); Li, Yunyao (Adobe)";;"Conia, Simone (Sapienza University of Rome); Lee, Daniel (University of Calgary); Li, Min (Apple); Minhas, Umar Farooq (Apple); Li, Yunyao (Adobe)";0;0;;;https://ojs.aaai.org/index.php/AAAI/article/download/30563/32725;https://app.dimensions.ai/details/publication/pub.1170136923;"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science";
1337;pub.1155357705;10.1145/3579051.3579065;;;KG-BERTScore: Incorporating Knowledge Graph into BERTScore for Reference-Free Machine Translation Evaluation;BERTScore is an effective and robust automatic metric for reference-based machine translation evaluation. In this paper, we incorporate multilingual knowledge graph into BERTScore and propose a metric named KG-BERTScore, which linearly combines the results of BERTScore and bilingual named entity matching for reference-free machine translation evaluation. From the experimental results on WMT19 QE as a metric without references shared tasks, our metric KG-BERTScore gets higher overall correlation with human judgements than the current state-of-the-art metrics for reference-free machine translation evaluation.1 Moreover, the pre-trained multilingual model used by KG-BERTScore and the parameter for linear combination are also studied in this paper.;;;;Proceedings of the 11th International Joint Conference on Knowledge Graphs;;;2022-10-27;2022;2023-02-13;2022-10-27;;;121-125;"All OA; Green";Proceeding;"Wu, Zhanglin; Zhang, Min; Zhu, Ming; Li, Yinglu; Zhu, Ting; Yang, Hao; Peng, Song; Qin, Ying";"Wu, Zhanglin (Translation Services Center, Huawei Technologies Co., Ltd., China); Zhang, Min (Translation Services Center, Huawei Technologies Co., Ltd., China); Zhu, Ming (Translation Services Center, Huawei Technologies Co., Ltd., China); Li, Yinglu (Translation Services Center, Huawei Technologies Co., Ltd., China); Zhu, Ting (Translation Services Center, Huawei Technologies Co., Ltd., China); Yang, Hao (Translation Services Center, Huawei Technologies Co., Ltd., China); Peng, Song (Translation Services Center, Huawei Technologies Co., Ltd., China); Qin, Ying (Translation Services Center, Huawei Technologies Co., Ltd., China)";;"Wu, Zhanglin (Huawei Technologies (China)); Zhang, Min (Huawei Technologies (China)); Zhu, Ming (Huawei Technologies (China)); Li, Yinglu (Huawei Technologies (China)); Zhu, Ting (Huawei Technologies (China)); Yang, Hao (Huawei Technologies (China)); Peng, Song (Huawei Technologies (China)); Qin, Ying (Huawei Technologies (China))";2;1;;0,83;https://arxiv.org/pdf/2301.12699;https://app.dimensions.ai/details/publication/pub.1155357705;"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science";
1337;pub.1154955662;10.48550/arxiv.2301.12699;;;KG-BERTScore: Incorporating Knowledge Graph into BERTScore for Reference-Free Machine Translation Evaluation;"BERTScore is an effective and robust automatic metric for referencebased
machine translation evaluation. In this paper, we incorporate multilingual
knowledge graph into BERTScore and propose a metric named KG-BERTScore, which
linearly combines the results of BERTScore and bilingual named entity matching
for reference-free machine translation evaluation. From the experimental
results on WMT19 QE as a metric without references shared tasks, our metric
KG-BERTScore gets higher overall correlation with human judgements than the
current state-of-the-art metrics for reference-free machine translation
evaluation.1 Moreover, the pre-trained multilingual model used by KG-BERTScore
and the parameter for linear combination are also studied in this paper.";;;arXiv;;;;2023-01-30;2023;;;;;;"All OA; Green";Preprint;"Wu, Zhanglin; Zhang, Min; Zhu, Ming; Li, Yinglu; Zhu, Ting; Yang, Hao; Peng, Song; Qin, Ying";"Wu, Zhanglin (); Zhang, Min (); Zhu, Ming (); Li, Yinglu (); Zhu, Ting (); Yang, Hao (); Peng, Song (); Qin, Ying ()";;"Wu, Zhanglin (); Zhang, Min (); Zhu, Ming (); Li, Yinglu (); Zhu, Ting (); Yang, Hao (); Peng, Song (); Qin, Ying ()";0;0;;0;;https://app.dimensions.ai/details/publication/pub.1154955662;"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science";
1308;pub.1122603887;10.1145/3360901.3364423;;;Utilizing Knowledge Graphs for Neural Machine Translation Augmentation;While neural networks have led to substantial progress in machine translation, their success depends heavily on large amounts of training data. However, parallel training corpora are not always readily available. Moreover, out-of-vocabulary words---mostly entities and terminological expressions---pose a difficult challenge to Neural Machine Translation systems. Recent efforts have tried to alleviate the data sparsity problem by augmenting the training data using different strategies, such as external knowledge injection. In this paper, we hypothesize that knowledge graphs enhance the semantic feature extraction of neural models, thus optimizing the translation of entities and terminological expressions in texts and consequently leading to better translation quality. We investigate two different strategies for incorporating knowledge graphs into neural models without modifying the neural network architectures. Additionally, we examine the effectiveness of our augmented models on domain-specific texts and ontologies. Our knowledge-graph-augmented neural translation model, dubbed KG-NMT, achieves significant and consistent improvements of +3 BLEU, METEOR and chrF3 on average on the newstest datasets between 2015 and 2018 for the WMT English-German translation task.;;;;Proceedings of the 10th International Conference on Knowledge Capture;;;2019-09-23;2019;2019-09-23;2019-09-23;;;139-146;Closed;Proceeding;"Moussallem, Diego; Ngomo, Axel-Cyrille Ngonga; Buitelaar, Paul; Arcan, Mihael";"Moussallem, Diego (Paderborn University, Paderborn, Germany); Ngomo, Axel-Cyrille Ngonga (Paderborn University, Paderborn, Germany); Buitelaar, Paul (National University of Ireland Galway, Galway, Ireland); Arcan, Mihael (National University of Ireland Galway, Galway, Ireland)";;"Moussallem, Diego (University of Paderborn); Ngomo, Axel-Cyrille Ngonga (University of Paderborn); Buitelaar, Paul (University of Galway); Arcan, Mihael (University of Galway)";12;5;;3,74;;https://app.dimensions.ai/details/publication/pub.1122603887;"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science; 4611 Machine Learning; 47 Language, Communication and Culture; 4704 Linguistics";
1308;pub.1111273429;10.1007/978-981-13-3083-4_3;;;Exploiting Knowledge Graph in Neural Machine Translation;Neural machine translation (NMT) can achieve promising translation quality on resource-rich languages due to end-to-end learning. However, the widely-used NMT system only focuses on modeling the inner mapping from source to target without resorting to external knowledge. In this paper, we take English-Chinese translation as a case study to exploit the use of knowledge graph (KG) in NMT. The main idea is utilizing the entity relations in knowledge graph as constraints to enhance the connections between the source words and their translations. Specifically, we design two kinds of constraints. One is monolingual constraint that employs the entity relations in KG to augment the semantic representation of the source words. The other is bilingual constraint which enforces the entity relations between the source words to be shared by their translations. In this way, external knowledge can participate in the translation process and help to model semantic relationships between source and target words. Experimental results demonstrate that our method outperforms the state-of-the-art system.;The research work described in this paper has been supported by the National Key Research and Development Program of China under Grant No. 2016QY02D0303 and the Natural Science Foundation of China under Grant No. 61673380.;;Communications in Computer and Information Science;Machine Translation;Jiajun Chen, Jiajun Zhang;;2019-01-09;2019;2019-01-09;2019;954;;27-38;Closed;Chapter;"Lu, Yu; Zhang, Jiajun; Zong, Chengqing";"Lu, Yu (National Laboratory of Pattern Recognition, Institute of Automation, CAS, Beijing, China; University of Chinese Academy of Sciences, Beijing, China); Zhang, Jiajun (National Laboratory of Pattern Recognition, Institute of Automation, CAS, Beijing, China; University of Chinese Academy of Sciences, Beijing, China); Zong, Chengqing (National Laboratory of Pattern Recognition, Institute of Automation, CAS, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; CAS Center for Excellence in Brain Science and Intelligence Technology, Beijing, China)";"Lu, Yu (Institute of Automation; University of Chinese Academy of Sciences)";"Lu, Yu (Institute of Automation; University of Chinese Academy of Sciences); Zhang, Jiajun (Institute of Automation; University of Chinese Academy of Sciences); Zong, Chengqing (Institute of Automation; University of Chinese Academy of Sciences; Chinese Academy of Sciences)";7;4;;2,35;;https://app.dimensions.ai/details/publication/pub.1111273429;"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science; 47 Language, Communication and Culture; 4704 Linguistics";
1281;pub.1119420208;10.48550/arxiv.1902.08816;;;Augmenting Neural Machine Translation with Knowledge Graphs;"While neural networks have been used extensively to make substantial progress
in the machine translation task, they are known for being heavily dependent on
the availability of large amounts of training data. Recent efforts have tried
to alleviate the data sparsity problem by augmenting the training data using
different strategies, such as back-translation. Along with the data scarcity,
the out-of-vocabulary words, mostly entities and terminological expressions,
pose a difficult challenge to Neural Machine Translation systems. In this
paper, we hypothesize that knowledge graphs enhance the semantic feature
extraction of neural models, thus optimizing the translation of entities and
terminological expressions in texts and consequently leading to a better
translation quality. We hence investigate two different strategies for
incorporating knowledge graphs into neural models without modifying the neural
network architectures. We also examine the effectiveness of our augmentation
method to recurrent and non-recurrent (self-attentional) neural architectures.
Our knowledge graph augmented neural translation model, dubbed KG-NMT, achieves
significant and consistent improvements of +3 BLEU, METEOR and chrF3 on average
on the newstest datasets between 2014 and 2018 for WMT English-German
translation task.";;;arXiv;;;;2019-02-23;2019;;;;;;"All OA; Green";Preprint;"Moussallem, Diego; Arčan, Mihael; Ngomo, Axel-Cyrille Ngonga; Buitelaar, Paul";"Moussallem, Diego (); Arčan, Mihael (); Ngomo, Axel-Cyrille Ngonga (); Buitelaar, Paul ()";;"Moussallem, Diego (); Arčan, Mihael (); Ngomo, Axel-Cyrille Ngonga (); Buitelaar, Paul ()";0;0;;0;;https://app.dimensions.ai/details/publication/pub.1119420208;"46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science; 4611 Machine Learning; 47 Language, Communication and Culture; 4704 Linguistics";
